,curr_longitude,prev_latitude,curr_latitude,prev_longitude
132,4.809385,52.3346,52.354372,4.91922
224,4.805903,52.356516,52.367364,4.835468
316,4.807712,52.34618,52.360039,4.81079
436,4.808667,52.37002,52.354058,4.81729
231,4.803717,52.36021,52.35866,4.8076
113,4.805292,52.36423,52.360152,4.83414
192,4.807686,52.35875,52.36007,4.80356
54,4.800392,52.370622,52.35225,4.837465
403,4.803242,52.333513,52.359975,4.876062
397,4.807676,52.34619,52.360058,4.81066
